,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
<http://linkedgeodata.org/ontology/boatyard%3Atype>,0.99209255,-0.7666332,-0.5514696,-0.23840092,3.2483673,1.5145195,-0.31127116,-0.7480719,1.2011627,-2.1131117,0.8197948,-0.8440993,3.1938334,-1.1714638,-2.1728725,1.575924,-2.9762952,-0.61522865,-0.004910394,-3.8385515,-1.0972279,-0.51915103,-0.44413495,4.392662,-1.3889729,2.2647572,-1.2884234,4.0449624,-0.6570462,-2.5769126,0.026856499,-1.691795
<http://purl.org/dc/terms/contributor>,-0.93207395,1.5749704,1.2215312,2.0248466,-1.3075668,1.681034,-1.5370626,-1.938289,-1.900677,2.4317284,2.1964352,-2.5228047,1.9164946,1.8463885,-1.098609,-1.2368536,1.8093998,1.0720305,2.887257,0.5239662,-2.2594497,-1.4193358,2.4840083,0.9972444,-3.0236077,1.7578399,-0.8706173,-2.0280452,1.791636,-1.1460434,0.990242,-1.6054564
<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,-2.5237656,1.9838593,-2.3488686,-2.4006,2.4703941,-2.5913708,3.1558158,2.2839894,3.057703,-2.9346485,3.0233066,3.941205,2.6305244,-2.4077122,1.9976672,2.768173,3.050195,-1.0917083,2.3533614,-2.2834446,-2.5685363,-2.8402622,-2.5754251,2.570096,1.9892117,-2.5464318,2.5591362,2.2569697,-2.7126803,-3.1556876,1.5788295,-2.6436486
<http://www.w3.org/2000/01/rdf-schema#label>,2.8288133,-0.9320263,-0.36027542,-1.0692582,-1.4687082,1.4824897,-1.29519,0.15732975,1.5633004,-1.1329834,0.55234545,-1.4776155,-0.92241377,-1.6636512,3.0652409,1.7980483,-1.8340865,-0.12646613,2.2037115,1.2941885,1.4939849,2.7578123,-1.2252222,-0.39357296,-1.9154913,-1.2603315,1.5790838,-2.0181153,-2.5212038,-1.2971501,1.0717512,-1.0670218
<http://www.w3.org/2003/01/geo/wgs84_pos#lat>,-1.0058178,-1.3381195,1.6497012,1.2706215,-1.2083032,1.4302567,-1.369481,-0.14680466,-0.8919773,1.4339596,-2.4421773,0.89580053,-0.49346608,2.0474348,1.7353697,-1.3331119,0.35860565,0.8654006,-2.1193395,1.4919585,2.3871565,-1.559586,1.4882175,-2.3255322,0.4147102,1.9064257,-0.9519491,0.6844388,1.7921988,3.9824076,-1.08374,1.5785277
<http://linkedgeodata.org/ontology/gadmSameAs>,-1.4427252,1.4736867,-1.9517311,-1.7261806,0.71854645,1.3846931,-1.3739014,-2.2867632,-2.9309905,1.4926689,0.22111037,-1.2174094,-0.55092204,-0.98372686,-1.2399441,1.2638837,0.5826205,3.0123496,-1.6193323,1.4522488,1.4667001,2.1291573,-1.4545873,1.2400302,1.923303,-0.76713455,-1.7582827,-2.0512125,-1.5323153,1.1605806,-1.1405852,2.4447036
<http://purl.org/dc/terms/modified>,1.7214336,-2.7169535,-1.462841,-2.1818087,1.2093292,-1.970035,1.5024452,0.36574897,-1.1960012,-2.1151905,2.0328846,-1.3812399,-1.2044507,1.4065989,-2.3526464,2.178394,-1.1295187,-2.0598562,-2.7123275,-0.83784866,1.258907,-1.1101536,-1.914446,1.1769338,1.1466365,-1.4096802,-0.38249242,0.6798692,-1.3025209,-2.0728421,-0.22968006,1.9018104
<http://linkedgeodata.org/ontology/seamark%3Asmall_craft_facility%3Acategory>,1.2537054,-1.6262832,-4.0208473,-0.7918838,-0.6043922,3.7763066,1.953776,-0.6434419,-1.8805966,-1.291387,1.0917232,1.4654194,-2.2486155,-1.7501559,1.866571,0.13519852,-0.9541483,-3.6511316,-0.45563993,1.7489054,-0.8672186,-2.9817562,-0.61428636,-1.2119447,1.664707,-1.9061897,3.7918541,0.78166187,-0.3626135,0.46285442,-1.878743,0.6873333
<http://geovocab.org/geometry#geometry>,1.7351445,2.2653017,-0.25466996,2.202166,1.4108689,-2.1443667,-0.036075227,-1.9109803,1.1307144,0.6350022,-1.7328156,0.7286672,2.4034066,2.3119228,-2.2911944,1.8007417,-1.7020142,0.5175835,0.35888982,-0.6333403,0.208503,-1.7778125,0.45620435,-2.307658,0.084424436,-1.3375865,-1.2953666,2.335859,-0.3947579,-1.5597525,1.371222,-1.5661119
<http://www.w3.org/2003/01/geo/wgs84_pos#long>,-1.2641953,-1.3438298,2.728398,-1.4000808,1.5548141,-1.2117954,-2.01317,-1.8985484,1.4728212,-1.7670207,0.88767916,1.1861016,1.4626663,0.7786725,4.1095476,-0.2760889,1.1373928,1.7170701,1.6095102,1.4435506,1.2161973,1.3726717,-1.757519,0.35842365,0.88648504,1.2749374,-0.8657961,0.8564643,1.978735,-1.980678,-1.5744262,0.2791069
