,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
<http://linkedgeodata.org/ontology/nuclear_explosion%3Asite>,2.2962296,-1.4510889,-1.7606456,-4.0731406,2.0385504,-3.1642194,2.4792705,3.8825247,2.671726,-1.4577125,3.0585282,1.1188612,-2.6571097,2.035403,-2.748594,-3.4724772,-1.1624203,-2.9853714,-1.7848821,-1.7236398,-2.6968184,1.3523136,1.0739759,1.8041371,4.240234,2.0069997,3.2970707,1.911981,2.083919,1.396511,1.5184267,3.1757698
<http://www.w3.org/2003/01/geo/wgs84_pos#long>,-1.619329,-1.1756767,-2.7166522,0.008888447,1.8749996,1.2853061,-1.3791121,1.0601493,-1.8165104,1.767424,1.2767361,-2.7165773,-1.3266015,-3.4952993,0.9058412,1.4701388,-1.645061,-2.2751386,-0.06559142,-2.6052947,1.8635238,1.2947631,-1.9302814,0.23867822,2.0130067,2.089919,2.5338047,1.8031569,-2.4377718,2.8197634,-1.370494,3.1853023
<http://linkedgeodata.org/ontology/nuclear_explosion%3Aheight_of_burst>,-0.70331913,0.62129563,-2.4212651,-2.9071677,-1.9627382,-0.058606364,-1.4574479,-0.18979299,0.04745146,-1.3388557,3.1769354,-0.36081874,3.3749995,-4.058489,-0.73553896,-2.193099,0.049060557,1.9186072,-3.518136,0.20194605,-0.047233876,-2.0830383,1.2416036,-1.5796362,2.4875386,1.5303433,2.336854,2.481197,-1.1642296,0.70860046,1.6547579,-3.1087604
<http://purl.org/dc/terms/modified>,0.9434729,2.1673539,2.42226,2.7780075,1.2384061,-2.190513,1.5819836,0.50559807,-2.629893,2.116314,1.6996471,-2.4884503,0.50102156,-3.1191428,-1.4011708,2.2783911,3.1429129,3.0201278,-2.012008,-1.1730345,-1.9792752,1.461304,-1.5924122,-2.3251748,-1.8517878,2.2577102,2.2469196,1.3138322,-2.6482844,-0.07384139,-0.24561226,-2.4073265
<http://linkedgeodata.org/ontology/version>,0.6618101,-2.0711644,-2.4263017,-1.996466,-3.018023,1.7532982,-4.4987106,2.6220093,-0.93566424,0.97160834,3.9564846,-1.0926603,4.360144,-2.9890344,-2.4759686,-2.8929393,1.9897105,1.7791495,1.3511236,-1.4364368,2.375904,0.36035383,3.084242,-3.0571609,3.1591613,2.3516333,3.2286017,-0.6120603,-2.0600672,-1.9886253,-0.64176774,-2.8350203
<http://purl.org/dc/terms/contributor>,-2.5993276,1.7297523,-2.4343646,-1.3802168,1.6680977,1.4037358,-0.37403616,2.3766098,2.0592403,-2.189527,-1.25223,2.6112087,-2.56338,2.3065045,2.3528953,-3.490515,2.7073665,2.1713707,-2.413931,2.6150134,-2.6445727,-2.563927,-2.347792,1.6732483,-2.3383608,-2.3652875,-1.0685709,-1.7437607,-3.683381,-3.29236,-2.955357,-2.9729881
<http://linkedgeodata.org/ontology/changeset>,-1.9182407,-2.9932382,0.35742828,-1.3414354,-1.5433757,2.1300166,3.0088034,3.536728,1.6688823,2.077574,2.4428556,2.0641458,-1.6671385,-3.149543,1.5895542,3.3144174,3.1121964,-2.3951063,2.4474418,-1.5531006,-2.080441,2.24075,-2.3794777,-2.7388687,-2.013705,-1.851156,-1.6155106,-2.742739,-3.0918427,-2.5115185,-2.560497,2.3717468
<http://geovocab.org/geometry#geometry>,-0.6850364,-2.8853738,0.39392108,0.5674813,1.0458218,-1.8925716,2.7522078,-2.9765718,-2.0620213,-2.3831723,0.18539844,1.2486359,-1.2294618,-1.6139657,-0.60191625,-1.62439,-0.9159948,1.0780271,1.5292748,1.6559261,-2.221655,1.6322292,1.968043,-1.9128284,2.1803353,1.4778901,-0.05196544,-2.0366187,-0.7482926,0.11264274,1.5277755,2.0645838
<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,-3.4495516,1.8964326,2.0561764,1.2714534,-0.51599336,2.1057377,-2.363435,-1.9795346,-3.4847732,2.4216652,2.4661977,2.6829624,2.8917303,2.1797962,-1.8887019,2.6990287,-2.8907235,1.3266373,-2.6187224,3.3680801,3.5736358,-2.634025,2.3578703,2.1561065,-3.4942858,2.740817,-1.8961797,-1.5928798,1.5450087,-2.8586524,2.1382616,2.4059355
<http://www.w3.org/2000/01/rdf-schema#label>,3.041843,-2.462648,-2.9734995,-2.1021893,0.7455029,0.86573046,-5.7247253e-05,1.6753279,2.2673361,-2.2938695,2.6778004,-1.9784355,1.8055245,-3.2168787,0.8536477,-0.021898394,0.420079,1.7066936,-2.8918242,3.0125816,2.0163653,-3.5941975,1.0803645,0.13842802,0.20224655,-0.4787044,2.1087325,0.37306434,-0.77034956,1.2756393,3.1205764,-3.6029422
<http://linkedgeodata.org/ontology/nuclear_explosion%3Aseries>,1.6453001,4.1060143,-2.4674945,-2.9580224,2.642748,2.0050228,-2.571709,3.3644402,1.57612,-2.4219096,2.3444626,-1.4069176,-2.0612023,3.0005167,-2.217862,-2.2417548,-0.7273754,2.7734342,-3.585621,1.9456561,-2.175591,2.020719,-1.4369972,1.2892487,3.0950189,1.4926349,0.3917376,2.9702315,0.5963154,-3.1345978,1.4172431,-3.35117
<http://linkedgeodata.org/ontology/nuclear_explosion%3Aground_zero_altitude>,0.81170714,-1.6104026,0.037782803,-0.76541656,-0.6266804,-1.1267862,-1.6718278,-0.70952964,1.0585651,-3.0590863,3.6894863,0.8871523,3.8559165,-3.9230278,-0.2860351,-0.8313,2.0407746,0.30671537,-3.4862988,3.6251407,1.9336839,-3.5605931,-0.016808065,0.48929757,2.760558,0.4849221,4.1249347,1.3768172,-0.025534961,-0.83974683,2.4799392,-3.3992746
<http://linkedgeodata.org/ontology/nuclear_explosion%3Ashot_name%3Aen>,2.9936314,-2.452975,-2.9278662,-2.162294,0.8645453,0.8555088,-0.004721983,1.5741217,2.2427034,-2.338024,2.6866317,-1.920699,1.7986428,-3.194298,0.85517454,-0.018673843,0.4652716,1.7169973,-2.9642487,3.0352025,2.2002068,-3.6351757,1.1208421,0.22212845,0.15383974,-0.498207,1.9431907,0.37486225,-0.8183567,1.2249718,3.056799,-3.5989735
<http://linkedgeodata.org/ontology/nuclear_explosion%3Atype>,1.136594,-4.093429,1.867221,-1.465678,2.186896,2.7946203,-2.7533813,2.2505085,-3.629576,2.8801165,2.9618607,2.9329774,3.2619157,1.2164097,-2.7256134,1.9601367,-2.0317988,-1.9546788,-0.029274149,3.3289,-2.256481,1.738976,-2.3015726,2.8442152,-2.842398,-3.278529,-0.7036226,2.3848548,1.9507784,-2.0944576,-2.043308,-2.9119437
<http://linkedgeodata.org/ontology/gadmSameAs>,-2.2593741,-2.285743,0.56443506,-2.2588437,2.2833111,1.3367889,0.22761722,1.1941602,1.4177625,-2.4996321,-2.757702,1.5142865,-2.5023234,0.8123382,2.19915,-1.2411287,-1.9274458,-1.8355142,1.4768775,-1.9784508,1.2397654,-2.093909,-1.487097,-1.8257278,-0.08002729,-1.6763256,-0.9875095,3.0821679,1.3093457,1.9763662,-1.1686045,-1.2535114
<http://linkedgeodata.org/ontology/nuclear_explosion%3Ayield>,-3.0354059,0.8897133,-0.74512815,2.143756,-1.1445261,-2.2805493,-3.1844015,2.6900804,-1.9724798,-2.299957,-3.0314915,-2.5448334,2.9764423,-3.1414063,-1.6451328,2.5992434,3.214214,0.57691956,2.174409,0.9972441,1.8927752,3.1158738,2.474146,2.1521246,0.93975174,-2.0317578,-1.683479,1.0312982,-1.8468567,-1.7209715,-0.5308932,-1.8336678
<http://linkedgeodata.org/ontology/nuclear_explosion%3Awarhead>,-1.376792,1.7193749,-0.5546039,0.9500669,-2.0317748,-1.7283108,1.0793163,-1.8260041,-0.58963495,2.118075,2.3129096,1.5057,3.9694827,0.12621002,-0.32140335,3.1474624,1.6172756,-1.3774619,0.3341658,1.6883056,-1.7658339,-2.9120312,-2.119003,-0.33618692,-2.5153294,-2.0176308,4.1119685,0.36391535,-2.1716032,-2.428597,1.7325912,-1.4268209
<http://www.w3.org/2003/01/geo/wgs84_pos#lat>,-1.959187,-2.050865,0.75724304,2.6111252,-1.5242825,-2.250517,-1.9591168,-2.0968294,-3.1541898,-2.1685846,-0.719357,1.8119913,-1.591513,1.3499367,1.8177024,3.051082,1.6996725,1.5689684,0.8651131,-1.3207105,0.9896859,-2.1306057,-1.2230034,-0.5172893,-1.9065368,-2.324028,-0.37602067,2.5325925,1.5699762,-0.97377235,-3.2069416,2.135057
<http://linkedgeodata.org/ontology/nuclear_explosion%3Atime%3Autc>,-1.0770502,-1.3987737,-1.8683836,0.56051445,-1.1350121,-1.8691008,-0.55885905,1.440818,-2.1455047,-2.031149,-1.2782215,3.1743495,2.247244,-1.3535126,2.0062177,-2.9154472,-1.3418322,2.1485586,-3.3172076,0.26803237,2.1216369,-3.0212188,-0.15022942,-1.1324228,2.572342,-1.6509658,2.5435672,-1.5529332,-1.9180293,-0.67772955,-1.7378345,2.4191902
<http://linkedgeodata.org/ontology/nuclear_explosion%3Acountry>,2.539257,2.6514368,1.646556,2.2490127,-2.0570638,-2.9422433,-2.889,2.7217321,-2.8824458,1.9640237,-2.3405018,-2.6182363,-2.8042803,1.6068348,-2.2902734,-1.9663101,-1.5899415,2.5857131,2.0317938,2.504348,2.8392642,2.5105174,-2.5871198,2.5107746,-2.2783983,2.661228,3.2705538,-2.3649478,2.03705,2.2074466,-2.710017,2.4988282
<http://linkedgeodata.org/ontology/nuclear_explosion%3Adate%3Autc>,-1.205312,1.9917405,-0.8771837,-1.3420552,2.3665645,1.0176654,3.63517,0.14186563,-3.7838302,0.38609508,-3.0580115,0.724347,-0.24480571,-0.5322443,1.9340652,0.24064727,-0.08611158,-2.222032,-2.100619,1.233293,-2.7824488,-3.5553637,1.9641492,2.1635725,-0.9776361,2.1834838,1.7266823,-0.6023007,-2.0912104,-1.6204722,2.582003,-0.6111987
<http://linkedgeodata.org/ontology/nuclear_explosion%3Apurpose>,3.1675835,2.8077502,1.703234,-2.6385787,-2.6815863,-1.3134066,-2.3449965,-2.645891,1.4834646,-3.2565258,2.7959933,-2.7553337,2.8579845,1.9024734,2.9781134,2.7837968,2.963512,-2.2888465,-2.8860548,-1.7958921,2.2579854,-2.4132652,2.2591789,-1.799929,2.3635771,2.7102056,-1.1704977,-3.7800105,-3.0862095,1.3002844,3.4246836,2.2348955
<http://linkedgeodata.org/ontology/nuclear_explosion%3Ahole>,1.173787,-2.0259507,-2.4509084,-1.6514654,2.4362347,-1.2922869,-0.70854706,1.177549,1.3803345,-1.9283706,0.70989716,1.9131111,3.7677293,-2.846694,1.7149541,-0.9300606,-0.62267476,-1.1978813,1.4080305,3.0249522,1.3953906,-3.372261,0.8932439,2.2313054,1.1752028,1.209021,0.03753303,2.864759,1.9522518,1.565328,3.59657,-0.6576703
