,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
<http://linkedgeodata.org/ontology/nuclear_explosion%3Aground_zero_altitude>,0.31265408,-2.595988,-0.65046036,-0.7318094,-0.9372456,-3.3526597,3.5887644,0.29256797,-1.664216,-2.9057486,0.97880864,3.9007645,-1.0657679,2.714311,-2.5190334,-2.9759138,-6.373649,1.1660994,1.4806925,2.3089883,-1.3566152,0.6807534,0.17631693,-1.4110508,3.5988524,0.79955226,2.8655753,-4.433344,-1.02609,1.0245552,2.1078012,4.9987636
<http://linkedgeodata.org/ontology/nuclear_explosion%3Apurpose>,-3.0239484,-6.32452,-2.9095306,2.4019759,3.060621,2.571166,-2.7580674,2.8437288,-2.7443137,2.9941108,2.2611992,-3.468742,-3.6755285,-3.0464318,1.8921033,3.3742785,-4.073298,-3.3739414,-1.0121089,-3.7703207,3.4472542,3.1174707,-3.228173,-1.6770878,2.9087117,2.8867788,3.0054903,3.0198271,-3.1077352,3.5968893,-2.5289688,3.878228
<http://linkedgeodata.org/ontology/version>,-3.5377822,-0.1226324,-2.996141,-3.3693087,-4.0403666,-4.550158,-1.3327422,-1.5835128,-2.920766,-5.629905,2.0592086,4.9886093,3.149287,-0.8648997,-3.0887897,-3.0542305,-5.4577093,0.9334674,-1.8340673,-0.0410875,-2.277773,-2.9091465,-0.41449654,-3.8743348,2.2825394,0.6866239,1.1938192,-2.2664483,-3.8857338,-0.7276327,2.1025248,0.60377717
<http://linkedgeodata.org/ontology/nuclear_explosion%3Acountry>,1.4567251,2.3453524,4.0509734,3.6066573,3.6038513,-3.5854259,2.9840536,2.6887147,-2.8325372,3.474039,-0.9731273,-3.1676352,3.0074403,-2.6145508,-3.0970435,3.1690893,3.2108467,3.574228,-2.3501093,-3.429071,-2.9755962,2.8048842,-3.4096282,-3.4992034,-2.9940612,2.831041,3.4441626,2.4356887,-2.9885762,-3.6163824,-3.381272,-3.3528495
<http://linkedgeodata.org/ontology/gadmSameAs>,2.518831,-2.9105175,-2.0034442,1.4987208,-1.8568509,2.9496186,-1.8416959,2.1294124,-0.19142343,0.95531523,1.4851146,1.1518927,2.0546765,-1.7163281,-2.4585555,-0.9524818,0.47557896,1.8720052,3.5603204,-3.2037222,2.2760673,3.0850215,2.5902371,-3.704614,2.84784,3.1655686,1.6814123,-1.6939104,-0.22988062,-1.1314794,-1.7944713,3.1035173
<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,-3.8132432,0.73162675,-3.2468874,1.0103648,1.922676,2.6994562,-4.333199,3.4762335,3.0935447,-2.4276888,-3.9716187,4.2216535,-2.838865,3.4169433,-2.5672846,-3.8927605,2.5384653,2.810045,-3.0946681,3.4031982,-2.595996,-3.089174,-3.891098,3.4983728,-2.1824937,-3.4923413,-2.5637922,-1.9651333,-3.069125,-3.3012304,-4.1599655,-2.548009
<http://www.w3.org/2003/01/geo/wgs84_pos#lat>,-1.3518934,-3.4006472,-0.8898176,-1.9475722,-1.6309471,2.962008,3.1030753,2.615272,1.5191034,1.683375,1.1463245,2.2709131,-2.6836624,-0.8632569,-0.8800894,2.869068,1.1273941,-2.4759529,3.5564573,-1.942915,-0.6521487,2.41204,-2.5312502,-3.2764223,-1.6378113,-1.861199,-2.95103,-3.2294328,-1.6338528,-1.7521526,-2.9109304,3.0400078
<http://www.w3.org/2000/01/rdf-schema#label>,-0.7147669,-3.8382397,-0.1475171,0.7621782,-1.8163744,-2.1810033,3.2701247,-1.6949959,-3.116869,-3.992108,-1.41074,3.862579,-0.43870252,-0.036405575,0.8359981,-4.0247254,-4.55021,3.1876402,0.08058045,2.1889157,0.3197997,0.6961687,1.7101743,-2.3488247,2.436983,0.43400064,0.5809639,-4.129682,-0.8780463,-0.8027503,-0.44413444,4.744413
<http://linkedgeodata.org/ontology/nuclear_explosion%3Adate%3Autc>,-1.3863438,1.1796327,1.0983039,1.2294267,0.5017434,2.30472,-0.4491016,-2.498165,-0.5649007,2.257346,2.27262,2.0577304,1.9230617,3.2251532,-0.30427796,1.7864593,-4.1742973,1.3479315,-2.101895,1.1314443,3.5974832,-2.2962677,2.884442,1.5275112,-3.2989469,1.4040709,-2.6990914,-2.4910262,2.550345,-0.4705463,2.107694,4.682252
<http://linkedgeodata.org/ontology/nuclear_explosion%3Atype>,3.898227,-3.3885517,-2.8911242,-2.7586172,3.0285215,3.3117108,-3.1808589,2.906647,-2.779999,-3.2266047,2.2404783,-1.7180802,3.1956158,-2.1735513,-3.0059166,-2.6505537,2.2248714,2.6265886,-2.7769458,3.628644,3.5807672,-3.775692,-2.9442396,-3.980201,2.6734312,-3.4291945,3.2312999,1.332297,3.252869,3.2426672,2.518114,-4.010012
<http://linkedgeodata.org/ontology/nuclear_explosion%3Aseries>,2.4786565,3.9107132,-1.5666152,-2.524086,2.6540015,3.215594,-2.7902207,3.8442988,2.7238388,-3.2629209,2.3005567,-0.98988855,-3.0173,4.2287254,-2.8366323,-2.4322884,-2.5806887,2.6646256,-3.3918104,2.0137925,-2.37447,3.1134448,1.6459005,-2.5273576,3.2604709,1.5875505,1.8379449,2.996257,2.7987137,-3.5325463,3.2151277,-3.03251
<http://purl.org/dc/terms/contributor>,1.3492829,-3.9436147,3.2040405,3.0814288,-2.260101,-2.8708313,-2.8133197,-2.2612832,-3.0413096,-3.0690043,-2.9917793,4.1291027,2.5191631,-1.9298184,-2.1347163,2.224625,1.6333852,-3.3766446,-2.8080626,2.934189,2.9474595,-3.288596,-3.412005,1.030736,2.80762,-2.2646878,3.9191613,-2.806468,1.9926589,-3.0757759,-3.4317713,-2.2646065
<http://linkedgeodata.org/ontology/nuclear_explosion%3Asalvo>,2.164425,-2.7065191,-3.9765956,-3.2849884,2.2672193,-1.8528421,2.4610386,2.7415316,3.836997,-2.0286791,2.8857644,-2.4566023,2.3924606,-3.1365979,3.5063076,4.19342,-4.26772,3.5268347,-3.479418,3.1362925,3.7126818,2.1636503,2.4546664,2.9388647,-3.4530518,-1.9301567,2.3328319,-1.4927471,-3.2481315,-3.2361557,2.6990132,-3.701887
<http://www.w3.org/2003/01/geo/wgs84_pos#long>,1.8731638,-5.110834,1.6878814,0.3802291,1.3340025,3.0007634,-2.5990584,0.27564368,-2.8283122,1.1841556,2.274776,3.5076003,0.6053736,2.9298105,-3.2597144,0.96577865,-3.2724278,-2.7731411,0.80570966,1.6687567,-2.3316658,2.4638474,-1.1577704,0.83699465,-2.6217537,-3.164856,-2.2728794,1.8916215,2.7474012,-0.54963243,-1.1740031,1.4911001
<http://geovocab.org/geometry#geometry>,-1.8193309,-2.8323417,1.3775171,-2.0985832,1.3611305,1.615117,-0.27782527,1.2408792,1.9270179,-2.99972,-2.5601213,2.3020375,-2.4276297,2.8177166,1.0539593,-1.686854,-2.823515,-1.9314288,2.0656781,-2.4323046,1.703181,-1.1983712,-1.1394763,-2.5303116,1.1150978,-1.4973668,-1.8577819,1.9364555,2.2708862,1.8233122,-1.7069894,0.7738556
<http://purl.org/dc/terms/modified>,-3.5721514,0.9486554,0.5021478,2.8524952,-1.8501656,-2.1248071,-3.592916,3.0202973,-2.413275,-2.6396434,-3.5153039,-2.377426,3.0317106,-1.557207,-2.0395746,2.7375312,1.9611098,-0.2721125,3.0443745,-1.3713632,3.1400995,3.999955,2.0347834,1.4107449,1.0976446,-2.4521372,-3.3134885,-2.3239176,1.5112143,-2.1520526,-1.7924728,-0.35857
<http://linkedgeodata.org/ontology/nuclear_explosion%3Asite>,-3.0258815,2.3133388,2.608011,1.3485631,-2.9500468,-2.570972,3.5931299,-2.9083862,1.6630892,2.9791672,0.9179586,3.610337,4.071836,3.803942,-3.530184,2.2952855,1.2876312,-2.6703374,3.1381495,2.6299028,-2.3763053,-2.9836051,-3.19716,-3.227659,-2.931442,-3.1621819,3.7296154,-3.0165915,-3.208198,-3.4333043,2.7239127,-1.9641457
<http://linkedgeodata.org/ontology/nuclear_explosion%3Atime%3Autc>,-2.1011763,-2.239684,2.12287,2.4293125,-2.3797848,-1.2611644,-1.6271423,-2.6522787,-2.795447,-2.4874012,-1.3678422,2.7686448,-2.7328305,3.4665174,1.037239,2.80858,1.0315803,2.0508385,2.3168623,-2.484744,2.2815716,-1.4003704,-1.2464588,-1.0053229,-1.9957448,-2.8433838,-1.2083738,2.0176861,2.8739064,-0.86751884,-3.958554,4.607384
<http://linkedgeodata.org/ontology/nuclear_explosion%3Ashot_name%3Aen>,-0.7091009,-3.7444494,-0.067165226,0.8783344,-1.9054255,-2.2971494,3.0715995,-1.710949,-2.9649324,-4.034576,-1.5913243,3.9212573,-0.42200574,-0.02051543,0.96803874,-3.95827,-4.3753605,3.1632323,-0.034080368,2.29937,0.40094513,0.7443268,1.6425313,-2.3815322,2.350191,0.43315652,0.75137955,-4.2592473,-0.895882,-0.59944856,-0.6603523,4.8498707
<http://linkedgeodata.org/ontology/nuclear_explosion%3Ahole>,1.4856427,-1.7725893,0.82600075,1.5489504,-3.3118641,-3.1654274,1.0010593,-0.08918185,-2.6113281,-0.91298115,-1.6618271,0.7076636,-3.1747377,1.4137057,-0.44919354,-3.877857,-5.3509254,2.692234,2.6824315,0.88380045,2.5259695,2.8394203,-0.78057915,0.2583108,0.70179033,1.6868178,1.6003914,-3.5313745,0.9330019,1.8218601,-2.3328133,4.446969
<http://linkedgeodata.org/ontology/changeset>,-2.880095,1.7343165,2.3227236,-1.8365237,2.4892414,2.419455,3.622816,2.4379523,-4.791404,1.4112538,-4.551404,3.6659205,-1.9128193,2.6750743,2.2620974,2.0427067,-2.7664447,-3.4917035,-1.921146,2.097892,-2.7572615,-3.5800388,1.2605056,2.052619,-1.8421315,2.3770711,3.1215518,-3.067885,-2.926617,-3.2783408,1.1584948,-1.5183653
<http://linkedgeodata.org/ontology/source>,3.4150603,2.9312723,2.630265,-2.875866,-2.484001,-1.7376896,-1.7314211,-2.4298258,1.1456865,-4.5661607,2.3647711,0.97089756,0.9443139,4.1343846,2.8148136,-0.062141597,2.543151,-2.923588,0.030226173,-0.21564795,2.2467453,-4.175019,-1.6442765,-3.069891,1.8814837,1.7100487,-0.35144496,-4.3934784,0.52783966,0.8507789,3.2551093,4.4713435
<http://linkedgeodata.org/ontology/nuclear_explosion%3Ayield>,3.3688912,-3.7127495,1.5265961,-1.9981372,2.5758893,-2.005769,-1.7052399,2.7334416,0.8807041,-2.6371455,-1.9956454,3.9411452,2.6150134,-2.6414645,2.6139822,-2.413935,-3.3436003,-2.199803,3.1106145,3.2856178,3.0102775,-2.3349965,1.4078008,2.8506033,-1.6094441,2.1232889,-3.1346288,2.6756108,2.767597,2.525111,1.9892247,-0.48403528
<http://linkedgeodata.org/ontology/nuclear_explosion%3Aheight_of_burst>,-0.45191208,-2.6434653,-1.8604765,-1.7251843,-1.4953555,-2.2957919,2.22781,-0.93765277,-2.2374961,-4.0575666,1.926631,2.5426843,2.1797357,-0.7325274,-3.6312826,-2.1579862,-5.0819964,2.584073,1.9219794,1.2195393,-1.9408814,-0.41910124,-0.6779481,-2.1188107,1.1977091,-1.6167512,1.8238366,-3.6378734,-0.9479963,-0.20933123,2.3950186,3.2094202
<http://linkedgeodata.org/ontology/nuclear_explosion%3Abody_wave_magnitude>,-2.9602346,0.70525193,-2.0833545,-3.7458622,3.4628713,1.2093667,-1.7923898,1.1367034,3.2314749,-3.289285,0.4902034,-1.052108,2.0417662,2.5367618,-2.955088,0.5903799,-0.27665013,2.5078115,-3.1518364,0.62417644,-1.7281563,2.1400042,2.735383,-4.1028256,1.1592318,2.355428,-2.8354278,-3.1030114,3.592115,-1.0577276,-4.770952,-0.3606321
<http://linkedgeodata.org/ontology/nuclear_explosion%3Awarhead>,4.153385,-0.96626097,4.9417453,-0.38330346,-1.9140089,0.3433059,1.1935093,-0.38409546,-1.0967923,0.739565,1.7833068,-1.6690913,-3.6838658,-2.243439,-4.860724,-0.5770876,-3.9060576,-1.2628998,3.4582427,-1.7751157,4.5286884,-2.899605,-1.9426868,0.44409582,-0.122209564,2.2416608,3.646501,-4.9790187,1.6341997,1.2290221,1.6531239,-1.3990809
<http://linkedgeodata.org/ontology/note>,0.27953508,3.0074239,-2.6159165,0.5867474,-2.9843707,-3.2979426,-2.6531334,0.83783877,2.7086031,-1.9979342,1.6637425,-0.8156707,0.2948626,-0.2858068,0.32784605,-0.8424909,-1.246773,2.8180547,0.46868914,-2.85843,-1.9110851,0.23065338,4.00013,4.7861,0.43822098,-0.12845416,1.8457546,3.6585557,1.8590691,-0.35189393,-2.7273011,-2.2441032
<http://linkedgeodata.org/ontology/nuclear_explosion%3Adevice>,-2.789111,-3.9283645,-0.51119655,-2.337512,5.0730247,3.9235878,2.853123,3.1121633,-0.6084922,-1.0738258,-1.428552,-0.5815981,2.4114182,-0.6754095,2.9867098,-1.975993,1.2668926,-3.3938928,-1.5722322,-2.3764832,1.0677853,1.5784975,3.8744054,1.184064,-2.5981338,-1.2930554,1.2754579,-3.1516929,-1.3555964,3.0709987,3.3989356,2.6219
<http://linkedgeodata.org/ontology/wikipedia>,-2.356964,0.8228219,1.8868424,-2.6498287,1.5906376,-1.4338272,-1.9354221,2.7621844,-3.0003679,0.6714482,1.5472441,-0.84120864,4.0201707,1.3004496,-3.759746,3.0068626,-4.009548,1.0101335,-1.4314764,0.5221615,3.0366585,3.2844634,-2.88127,4.6756487,-2.4577036,-1.8601367,-1.7374599,3.013229,-2.792652,2.8796053,-3.7871761,-3.4845269
<http://linkedgeodata.org/ontology/bunker_type>,4.816177,2.4427142,4.279041,4.3146577,-1.8078068,2.2768526,-3.91204,-2.541263,3.074616,-2.8314424,2.4319634,-2.4567869,-0.47120076,2.7827477,-0.7988793,0.5969189,-1.7223586,4.263564,3.2998545,1.5048072,-1.2750019,-3.0727165,-1.3921475,4.488562,-1.6535078,1.0923661,-2.1545575,1.7374514,-1.2614872,-0.96580493,0.04988757,3.0490792
