,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
<http://linkedgeodata.org/ontology/ruins>,0.46157402,3.5731757,2.0125546,0.06654562,-0.085365504,-2.2398376,-0.6818945,-0.3769406,-0.50856197,-1.2970256,-1.121833,0.80873966,-1.0427723,2.514112,-1.8762375,-0.6129996,0.07493723,-0.008241154,0.15971741,-3.1105075,-0.15282135,-0.64962935,-0.9854437,-1.4193906,1.7066625,0.3658684,1.4138237,1.5499319,1.3394576,-0.036250144,0.9662275,2.83866
<http://linkedgeodata.org/ontology/version>,-4.2026515,-0.63669616,-0.47645012,0.224605,0.5575214,0.536996,-2.2276928,2.0965893,-2.1806872,1.6930667,0.85624474,-2.3346663,-3.2511954,-2.562585,-0.38239923,4.2624717,-1.2327807,-2.5400798,1.9636389,-3.8598483,2.7222238,1.218381,-4.1283164,-2.1194603,2.3310335,1.302366,1.7835764,0.3919542,-2.753865,2.2062314,-2.8234005,2.310263
<http://linkedgeodata.org/ontology/ref%3Aropiky.net>,-1.7812579,3.2178302,2.0581803,-0.28969285,-0.8220377,-1.5002486,-0.9826972,-1.162877,-0.866398,-0.5149509,-0.8734774,0.3817299,0.2977618,-0.98689264,-1.1713774,0.94681185,1.6200191,-0.3812167,-1.9946333,-2.5602696,0.89808774,-2.4386442,-2.5194151,-3.190183,1.6148617,0.27519852,0.37222052,0.8635239,1.0320705,-1.0913402,-0.92592245,-0.7980086
<http://purl.org/dc/terms/modified>,0.71512675,3.5400665,3.132754,3.1888611,-1.487737,-3.0014668,0.5748557,0.30990225,-2.325777,1.9712666,1.2447311,-2.1779232,-1.2239618,-2.1639328,-1.6467841,2.3723042,2.2442193,3.2421532,-1.9864634,-1.5132533,-1.6457337,0.9866486,-1.823964,-2.7097404,-1.9382792,1.730798,1.7178519,1.1806084,-1.2298295,-1.272439,-0.96643025,-2.6759596
<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,2.1611137,-1.4987367,-2.2335253,1.1440699,-2.486104,0.58472025,-2.8737075,1.5797846,-1.1991562,0.7783157,1.1211349,-1.4907542,2.3061283,-2.4111779,-2.4784243,-1.2288365,1.7220569,1.6458029,2.9150517,-2.9385905,3.1942747,2.653004,1.3502983,-3.114635,2.5091732,3.3014433,3.3741825,-3.337141,-1.7724997,-3.319757,-2.974356,-1.4401697
<http://linkedgeodata.org/ontology/nuclear_explosion%3Adevice>,-1.890692,3.5780878,1.1933342,-1.5835115,-0.038813137,-1.0890552,0.059007827,-0.90205866,1.3779057,-2.1117744,-2.4579034,1.9322827,-2.2678006,1.9131373,0.23042826,-1.9037769,1.9227982,0.6042061,-0.37601888,0.3290168,-1.1738209,-2.6082199,-1.3730621,-1.0295836,-0.838442,-1.4340587,-1.3861604,-1.8290457,0.30330613,-2.111232,-3.3311188,-1.3470285
<http://linkedgeodata.org/ontology/nuclear_explosion%3Aheight_of_burst>,-2.4400115,-1.9757038,0.79052955,0.21305059,-0.7670755,0.2332724,1.2936221,1.739524,1.0395619,0.018407594,0.16657995,1.2192959,-2.3176103,-1.2494625,-0.9542763,4.322051,0.3640116,-1.0665399,3.555823,-3.3447454,0.44291252,0.31622148,-3.8674386,-3.9837966,-0.07076435,-1.6785486,-1.7078923,-0.91608655,-0.35573447,-1.0894448,-2.3161232,0.05412817
<http://linkedgeodata.org/ontology/nuclear_explosion%3Atype>,-2.0293133,-2.5537124,3.047668,2.2720087,0.79841405,-2.9131002,2.4821079,-3.3413124,-2.9793496,-3.3036506,1.9396917,2.1246204,-2.1600947,1.1446826,-1.8521738,-1.751474,-1.1580075,2.9510696,2.3267157,2.60815,-1.8781484,2.8080366,1.0095917,-3.1417825,2.638268,2.7743235,-1.3431885,-3.5674188,-0.77013165,-0.97380024,1.42223,2.3748965
<http://linkedgeodata.org/ontology/nuclear_explosion%3Atime%3Autc>,-1.1697828,3.2762604,2.2939432,1.232497,-0.18750276,0.9723288,-0.5348254,-2.018924,0.4009296,1.8570094,1.7221506,1.3510009,1.0770766,2.4853184,-1.7370507,2.2392066,-2.512233,1.1417228,-2.780083,0.7494984,2.803153,-2.9484506,0.8568462,1.0803137,-3.225131,0.9824178,-1.9494854,-1.5528818,3.3149054,-0.9985913,1.5320636,2.2180302
<http://linkedgeodata.org/ontology/nuclear_explosion%3Acountry>,3.087544,-0.9072347,0.5237442,-1.863597,1.2470582,1.8553872,-3.155848,2.3519216,-1.5963054,0.6361702,-0.1814963,3.2985837,2.1568346,-2.3436587,-2.510389,-2.5100935,2.599838,2.183179,-1.1067547,2.6397147,3.7167592,-3.3692644,-2.7454123,-3.4829912,2.3802884,-1.9593173,1.5511808,1.4461462,2.1748424,2.9422235,0.7803187,-3.459327
